name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-14936,NO,1,0,0,0,0,0,0
GENE-14937,NO,1,30,34,28,34,66,36
GENE-14938,NO,1,0,0,0,0,0,0
GENE-14939,NO,1,0,0,0,0,0,0
GENE-14940,NO,1,92,75,74,105,124,103
GENE-14941,NO,1,0,0,0,0,0,0
GENE-14942,NO,1,0,0,0,0,0,0
GENE-14943,YES,1,0,0,0,0,0,0
GENE-14944,NO,1,0,0,0,0,0,0
GENE-14945,NO,1,0,0,0,0,0,0
GENE-14946,YES,1,0,0,0,0,0,0
GENE-14947,NO,1,0,0,0,0,0,0
GENE-14948,NO,1,0,0,0,0,0,0
GENE-14949,NO,1,0,0,0,0,0,0
GENE-14950,YES,1,0,2,0,0,0,1
GENE-14951,NO,1,0,1,3,0,1,0
GENE-14952,NO,1,1,7,1,9,12,6
GENE-14953,NO,1,479,610,467,485,469,486
GENE-14954,NO,1,0,0,0,0,0,0
GENE-14955,NO,1,0,0,0,0,0,0
GENE-14956,NO,1,0,0,0,0,0,0
GENE-14957,YES,1,0,0,0,0,0,0
GENE-14958,NO,1,285,381,324,281,312,330
GENE-14959,NO,1,291,293,269,196,197,186
GENE-14960,NO,1,0,0,0,0,0,0
GENE-14961,NO,1,0,0,0,0,0,0
GENE-14962,NO,1,2,3,4,0,1,4
GENE-14963,NO,1,551,419,350,523,481,451
GENE-14964,NO,1,0,0,0,0,0,0
GENE-14965,NO,1,0,0,0,0,0,0
GENE-14966,NO,1,0,0,0,0,0,0
GENE-14967,NO,1,0,0,0,0,0,0
GENE-14968,NO,1,0,0,0,0,0,0
GENE-14969,NO,1,5561,5596,5188,5233,5364,4553
GENE-14970,NO,1,0,0,0,0,0,0
GENE-14971,NO,1,0,0,0,0,0,0
GENE-14972,NO,1,25,32,33,30,36,35
GENE-14973,NO,1,0,0,0,0,0,0
GENE-14974,NO,1,0,0,0,0,0,0
GENE-14975,NO,1,0,0,0,0,0,0
GENE-14976,NO,1,0,0,0,0,0,0
GENE-14977,NO,1,0,0,0,0,0,0
GENE-14978,NO,1,0,0,0,0,0,0
GENE-14979,NO,1,0,0,0,0,0,0
GENE-14980,NO,1,34,25,31,36,33,43
GENE-14981,NO,1,6,1,0,3,0,6
GENE-14982,NO,1,0,0,0,0,0,0
GENE-14983,NO,1,50,34,45,21,27,49
GENE-14984,NO,1,0,0,0,0,0,0
GENE-14985,NO,1,0,0,0,0,0,0
GENE-14986,NO,1,67,58,40,62,41,64
GENE-14987,NO,1,0,0,0,0,0,0
GENE-14988,NO,1,0,0,0,0,0,0
GENE-14989,NO,1,0,0,0,0,0,0
GENE-14990,NO,1,0,0,0,0,0,0
GENE-14991,NO,1,0,0,0,0,0,0
GENE-14992,NO,1,0,0,0,0,0,0
GENE-14993,YES,1,0,0,0,0,0,0
GENE-14994,NO,1,0,0,0,0,0,0
GENE-14995,NO,1,44,47,36,45,39,32
GENE-14996,NO,1,155,152,220,159,161,185
GENE-14997,NO,1,0,0,0,0,0,0
GENE-14998,NO,1,0,0,0,0,0,0
GENE-14999,NO,1,0,0,0,0,0,0
GENE-15000,NO,1,207,247,211,249,217,247
GENE-15001,NO,1,0,0,0,0,0,0
GENE-15002,NO,1,0,0,0,0,0,0
GENE-15003,NO,1,0,0,0,0,0,0
GENE-15004,NO,1,8,4,7,6,3,16
GENE-15005,NO,1,0,0,0,0,0,0
GENE-15006,NO,1,0,0,0,0,0,0
GENE-15007,NO,1,0,0,0,0,0,0
GENE-15008,NO,1,0,0,0,0,0,0
GENE-15009,NO,1,0,0,0,0,0,0
GENE-15010,NO,1,69,44,48,53,68,29
GENE-15011,NO,1,0,0,0,0,0,0
GENE-15012,NO,1,377,366,453,329,434,436
GENE-15013,NO,1,0,0,0,0,0,0
GENE-15014,NO,1,9,10,11,10,5,11
GENE-15015,NO,1,0,0,0,0,0,0
GENE-15016,NO,1,0,0,0,0,0,0
GENE-15017,NO,1,0,0,0,0,0,0
GENE-15018,NO,1,0,0,0,0,0,0
GENE-15019,NO,1,0,0,0,0,0,0
GENE-15020,NO,1,33,32,25,29,31,48
GENE-15021,NO,1,0,0,0,0,0,0
GENE-15022,NO,1,0,0,0,0,0,0
GENE-15023,NO,1,1184,1097,1017,1210,1448,1302
GENE-15024,NO,1,52,69,65,54,48,54
GENE-15025,NO,1,97,118,92,123,90,83
GENE-15026,NO,1,0,0,0,0,0,0
GENE-15027,NO,1,0,0,0,0,0,0
GENE-15028,NO,1,0,0,0,0,0,0
GENE-15029,NO,1,0,0,0,0,0,0
GENE-15030,NO,1,8,16,13,15,16,19
GENE-15031,NO,1,47,40,42,34,26,44
GENE-15032,NO,1,0,0,0,0,0,0
GENE-15033,NO,1,0,0,0,0,0,0
GENE-15034,NO,1,173,188,201,152,155,132
GENE-15035,NO,1,0,0,0,0,0,0
GENE-15036,NO,1,0,0,0,0,0,0
GENE-15037,NO,1,803,498,526,1179,808,552
GENE-15038,NO,1,0,0,0,0,0,0
GENE-15039,NO,1,78,68,77,71,83,60
GENE-15040,NO,1,0,0,0,0,0,0
GENE-15041,NO,1,0,0,0,0,0,0
GENE-15042,NO,1,12,14,17,10,12,10
GENE-15043,NO,1,18,25,17,22,10,16
GENE-15044,NO,1,145,142,84,133,91,134
GENE-15045,NO,1,0,0,0,0,0,0
GENE-15046,NO,1,0,0,0,0,0,0
GENE-15047,NO,1,77,182,22,84,42,91
GENE-15048,NO,1,10274,10870,10487,10333,10787,10832
GENE-15049,NO,1,0,0,0,0,0,0
GENE-15050,NO,1,0,0,0,0,0,0
GENE-15051,NO,1,0,0,0,0,0,0
GENE-15052,NO,1,50,26,49,29,28,58
GENE-15053,NO,1,0,0,0,0,0,0
GENE-15054,NO,1,0,0,0,0,0,0
GENE-15055,NO,1,0,0,0,0,0,0
GENE-15056,NO,1,83,116,125,124,144,143
GENE-15057,NO,1,0,0,0,0,0,0
GENE-15058,NO,1,0,0,0,0,0,0
GENE-15059,NO,1,46,46,67,53,52,51
GENE-15060,NO,1,2,1,0,2,5,0
GENE-15061,NO,1,0,0,0,0,0,0
GENE-15062,NO,1,1701,1871,1985,1891,1239,1211
GENE-15063,NO,1,0,0,0,0,0,0
GENE-15064,NO,1,0,0,0,0,0,0
GENE-15065,NO,1,0,0,1,0,3,1
GENE-15066,NO,1,0,0,0,0,0,0
GENE-15067,NO,1,19,14,24,17,22,24
GENE-15068,NO,1,0,0,0,0,0,0
GENE-15069,NO,1,0,0,0,0,0,0
GENE-15070,NO,1,0,0,0,0,0,0
GENE-15071,NO,1,0,0,0,0,0,0
GENE-15072,NO,1,0,0,0,0,0,0
GENE-15073,NO,1,0,0,0,0,0,0
GENE-15074,NO,1,0,0,0,0,0,0
GENE-15075,NO,1,0,0,0,0,0,0
GENE-15076,NO,1,31,36,31,35,40,33
GENE-15077,NO,1,0,0,0,0,0,0
GENE-15078,NO,1,0,0,0,0,0,0
GENE-15079,NO,1,0,0,0,0,0,0
GENE-15080,NO,1,0,0,0,0,0,0
GENE-15081,YES,1,0,0,0,0,0,0
GENE-15082,NO,1,0,0,0,0,0,0
GENE-15083,NO,1,0,0,0,0,0,0
GENE-15084,NO,1,6,3,4,5,4,4
GENE-15085,NO,1,0,0,0,0,0,0
GENE-15086,NO,1,2,3,0,0,0,2
GENE-15087,NO,1,0,0,0,0,0,0
GENE-15088,NO,1,721,1155,913,954,1234,1023
GENE-15089,YES,1,0,0,0,0,0,0
GENE-15090,NO,1,0,0,0,0,0,0
GENE-15091,NO,1,0,0,0,0,0,0
GENE-15092,YES,1,0,0,0,0,0,0
GENE-15093,NO,1,0,0,0,0,0,0
GENE-15094,NO,1,0,0,0,0,0,0
GENE-15095,YES,1,0,0,0,0,0,0
GENE-15096,NO,1,5,2,2,3,7,2
GENE-15097,NO,1,0,0,0,0,0,0
GENE-15098,NO,1,0,0,0,0,0,0
GENE-15099,NO,1,0,0,0,0,0,0
GENE-15100,NO,1,919,1137,1058,990,962,1009
GENE-15101,NO,1,0,0,0,0,0,0
GENE-15102,NO,1,0,0,0,0,0,0
GENE-15103,NO,1,0,0,0,0,0,0
GENE-15104,NO,1,887,1514,1260,2205,1453,2027
GENE-15105,NO,1,0,0,0,0,0,0
GENE-15106,NO,1,0,0,0,0,0,0
GENE-15107,NO,1,8,3,5,7,4,5
GENE-15108,NO,1,11390,8464,9156,11168,10271,14919
GENE-15109,NO,1,0,0,0,1,0,0
GENE-15110,NO,1,0,0,0,0,0,0
GENE-15111,NO,1,0,0,0,0,0,0
GENE-15113,NO,1,0,0,0,0,0,0
GENE-15114,NO,1,0,0,0,0,0,0
GENE-15115,NO,1,36,32,39,31,36,35
GENE-15116,NO,1,0,0,0,0,0,0
GENE-15117,NO,1,0,0,0,0,0,0
GENE-15118,NO,1,402,365,373,378,385,429
GENE-15119,NO,1,0,0,0,0,0,1
GENE-15120,NO,1,1,0,1,1,2,2
GENE-15121,NO,1,27,27,38,26,22,24
GENE-15122,NO,1,0,0,0,0,0,0
GENE-15123,NO,1,0,0,0,0,0,0
GENE-15124,NO,1,0,0,0,0,0,0
GENE-15125,NO,1,6546,6928,7215,5319,5908,5788
GENE-15126,NO,1,0,1,0,0,0,0
GENE-15127,NO,1,1,3,0,1,1,0
GENE-15128,YES,1,0,0,0,0,0,0
GENE-15129,NO,1,634,403,433,426,513,704
GENE-15130,NO,1,0,0,0,0,0,0
GENE-15131,NO,1,0,0,0,0,0,0
GENE-15132,NO,1,17,16,17,14,22,21
GENE-15133,NO,1,152,160,125,122,115,127
GENE-15134,NO,1,8,8,6,5,5,3
GENE-15136,NO,1,336,255,242,237,348,226
GENE-15137,NO,1,402,339,292,516,611,505
GENE-15138,NO,1,651,588,563,570,668,608
GENE-15139,NO,1,411,167,253,395,396,485
GENE-15140,NO,1,748,512,794,820,714,886
GENE-15141,NO,1,0,0,0,0,0,0
GENE-15142,NO,1,10,2,6,3,4,8
GENE-15143,NO,1,0,0,0,0,0,0
GENE-15144,NO,1,0,0,0,0,0,0
GENE-15145,NO,1,859,755,661,668,682,824
GENE-15146,NO,1,0,0,0,0,0,0
GENE-15147,NO,1,0,0,0,0,0,0
GENE-15148,NO,1,838,1088,1082,1174,1164,1017
GENE-15149,NO,1,0,0,0,0,0,0
GENE-15150,NO,1,219,403,290,324,256,252
GENE-15151,NO,1,10,28,13,18,18,20
GENE-15152,NO,1,0,0,0,0,0,0
GENE-15153,NO,1,0,0,0,0,0,0
GENE-15154,NO,1,0,0,0,0,0,0
GENE-15155,NO,1,0,0,0,0,0,0
GENE-15156,NO,1,0,0,0,1,0,0
GENE-15157,NO,1,0,0,0,0,0,0
GENE-15158,NO,1,0,0,0,0,0,0
GENE-15159,NO,1,9,7,7,2,3,8
GENE-15160,NO,1,0,0,0,0,0,0
GENE-15161,NO,1,0,0,0,0,0,0
GENE-15162,NO,1,0,0,0,0,0,0
GENE-15163,NO,1,0,0,0,0,0,0
GENE-15164,NO,1,0,0,0,0,0,0
GENE-15165,NO,1,0,0,0,0,0,0
GENE-15166,NO,1,0,0,0,0,0,0
GENE-15167,NO,1,0,0,0,0,0,0
GENE-15168,NO,1,0,0,0,0,0,0
GENE-15169,NO,1,1,1,0,4,4,2
GENE-15170,NO,1,0,0,0,0,0,0
GENE-15171,NO,1,0,0,0,0,0,0
GENE-15172,NO,1,0,0,0,0,0,0
GENE-15173,NO,1,0,0,0,0,0,0
GENE-15174,NO,1,0,0,0,0,0,0
GENE-15175,NO,1,0,0,0,0,0,0
GENE-15176,NO,1,0,0,0,0,0,0
GENE-15177,NO,1,94,103,59,72,52,84
GENE-15178,NO,1,0,0,0,0,0,0
GENE-15179,NO,1,0,0,0,0,0,0
GENE-15180,NO,1,0,0,0,0,0,0
GENE-15181,NO,1,0,0,0,0,0,0
GENE-15182,NO,1,30,19,21,21,23,26
GENE-15183,NO,1,146,168,111,174,159,166
GENE-15184,NO,1,0,0,0,0,0,0
GENE-15185,NO,1,40,65,37,42,66,32
GENE-15186,NO,1,0,0,0,0,0,0
GENE-15187,NO,1,0,0,0,0,0,0
GENE-15188,NO,1,0,0,0,0,0,0
GENE-15189,NO,1,137,128,145,110,90,108
GENE-15190,NO,1,0,0,0,0,0,0
GENE-15191,NO,1,0,0,0,0,0,0
GENE-15192,NO,1,107,171,155,201,171,158
GENE-15193,NO,1,1,1,0,2,2,0
GENE-15194,NO,1,0,0,0,0,0,0
GENE-15195,NO,1,0,0,0,0,0,0
GENE-15196,NO,1,0,0,0,0,0,0
GENE-15197,NO,1,2256,2559,4268,3636,2382,3182
GENE-15198,YES,1,0,0,0,0,0,0
GENE-15199,NO,1,0,0,0,0,0,0
GENE-15200,NO,1,0,0,0,0,0,1
GENE-15201,NO,1,0,0,0,0,0,0
GENE-15202,NO,1,0,0,0,0,0,0
GENE-15203,NO,1,0,0,0,0,0,0
GENE-15204,NO,1,0,0,0,0,0,0
GENE-15205,NO,1,0,0,0,0,0,0
GENE-15206,NO,1,0,0,1,0,0,0
GENE-15207,NO,1,0,0,0,0,0,0
GENE-15208,NO,1,0,0,0,0,0,0
GENE-15209,NO,1,0,0,0,0,0,0
GENE-15210,NO,1,0,0,0,0,0,0
GENE-15211,NO,1,71,106,59,103,85,97
GENE-15212,NO,1,0,0,0,0,0,0
GENE-15213,NO,1,0,0,0,0,0,0
GENE-15214,NO,1,0,0,0,0,0,0
GENE-15215,NO,1,0,0,0,0,0,0
GENE-15216,NO,1,0,0,0,0,0,0
GENE-15217,NO,1,0,0,0,0,0,0
GENE-15218,NO,1,0,0,0,0,0,0
GENE-15219,NO,1,0,0,0,0,0,0
GENE-15220,NO,1,0,0,0,0,0,0
GENE-15221,NO,1,0,0,0,0,0,0
GENE-15222,NO,1,0,0,0,0,0,0
GENE-15223,NO,1,902,649,1624,1378,1126,470
GENE-15224,NO,1,203,270,739,152,386,298
GENE-15225,NO,1,0,0,0,0,0,0
GENE-15226,NO,1,0,0,0,0,0,0
GENE-15227,NO,1,0,0,0,0,0,0
GENE-15228,NO,1,0,0,0,0,0,0
GENE-15229,NO,1,0,0,0,0,0,0
GENE-15230,NO,1,3,4,0,1,1,2
GENE-15231,NO,1,0,0,0,0,0,0
GENE-15232,NO,1,0,0,0,0,0,0
GENE-15233,NO,1,0,1,1,1,0,2
GENE-15234,NO,1,0,0,0,0,0,0
GENE-15235,NO,1,0,0,0,1,0,0
GENE-15236,NO,1,0,0,0,0,0,0
GENE-15237,NO,1,0,0,0,0,0,0
GENE-15238,NO,1,0,0,0,0,0,0
GENE-15239,YES,1,0,0,0,0,0,0
GENE-15240,NO,1,0,0,0,0,0,0
GENE-15241,NO,1,0,0,0,0,0,0
GENE-15242,NO,1,0,0,0,0,0,0
GENE-15243,NO,1,0,0,0,0,0,0
GENE-15244,NO,1,0,0,0,0,0,0
GENE-15245,NO,1,1,2,1,0,1,2
GENE-15246,NO,1,0,0,0,0,0,0
GENE-15247,NO,1,0,0,0,0,0,0
GENE-15248,NO,1,0,1,0,0,0,0
GENE-15249,NO,1,0,0,0,0,0,0
GENE-15250,NO,1,4,0,1,3,1,6
GENE-15251,NO,1,486,572,527,568,572,631
GENE-15252,NO,1,0,0,0,0,0,0
GENE-15253,NO,1,0,0,0,0,0,0
GENE-15254,NO,1,0,0,0,0,0,0
GENE-15255,NO,1,4,14,12,11,5,8
GENE-15256,NO,1,384,405,88,168,190,180
GENE-15257,NO,1,0,0,0,0,0,0
GENE-15258,NO,1,0,0,0,0,0,0
GENE-15259,NO,1,560,648,716,512,516,803
GENE-15260,NO,1,0,0,0,0,0,0
GENE-15261,YES,1,0,0,0,0,0,0
GENE-15262,NO,1,0,0,0,0,0,0
GENE-15263,NO,1,74,48,38,48,44,60
GENE-15264,NO,1,0,0,0,0,0,0
GENE-15265,NO,1,21,16,38,32,18,33
GENE-15266,NO,1,227,246,213,267,283,233
GENE-15267,NO,1,0,0,0,0,0,0
GENE-15268,NO,1,0,0,0,0,0,0
GENE-15269,NO,1,20,16,22,23,34,29
GENE-15270,NO,1,0,0,0,0,0,0
GENE-15271,NO,1,11,13,8,13,12,9
GENE-15272,NO,1,49,39,39,34,37,35
GENE-15273,NO,1,0,0,0,0,0,0
GENE-15274,NO,1,0,0,0,0,0,0
GENE-15275,YES,1,0,0,0,0,0,0
GENE-15276,NO,1,0,0,0,0,0,0
GENE-15277,NO,1,0,0,0,0,0,0
GENE-15278,NO,1,0,0,0,0,0,0
GENE-15279,NO,1,0,0,0,0,0,0
GENE-15280,NO,1,0,0,0,0,0,0
GENE-15281,NO,1,0,0,0,0,0,0
GENE-15282,NO,1,0,0,0,0,0,0
GENE-15283,NO,1,89,92,61,79,55,39
GENE-15284,NO,1,0,0,0,0,0,0
GENE-15285,YES,1,0,0,1,1,2,2
GENE-15286,NO,1,0,0,0,0,0,0
GENE-15287,NO,1,0,0,0,0,0,0
GENE-15288,NO,1,2,1,2,0,0,3
GENE-15289,NO,1,0,0,0,0,0,0
GENE-15290,NO,1,0,0,0,0,0,0
GENE-15291,NO,1,1452,1221,1127,1010,1434,1451
GENE-15292,NO,1,0,0,0,1,1,1
GENE-15293,NO,1,0,0,0,0,0,0
GENE-15294,NO,1,0,0,0,0,0,0
GENE-15295,NO,1,122,138,284,291,197,197
GENE-15296,NO,1,0,0,0,0,0,0
GENE-15297,NO,1,3,2,6,6,4,4
GENE-15298,NO,1,4,7,6,4,9,6
GENE-15299,NO,1,48,31,30,28,44,45
GENE-15300,NO,1,1112,1063,1312,1344,875,1124
GENE-15301,NO,1,0,0,0,0,0,0
GENE-15302,NO,1,0,0,0,0,0,0
GENE-15303,NO,1,18,18,22,9,6,10
GENE-15304,NO,1,51,61,60,68,39,87
GENE-15305,NO,1,0,0,0,0,0,0
GENE-15306,NO,1,0,0,0,0,0,0
GENE-15307,NO,1,256,258,273,322,237,286
GENE-15308,NO,1,0,0,0,0,0,0
GENE-15309,NO,1,0,0,0,0,0,0
GENE-15310,NO,1,0,0,0,0,0,0
GENE-15311,NO,1,0,0,0,0,0,0
GENE-15312,NO,1,548,420,477,480,418,442
GENE-15313,NO,1,0,0,0,0,0,0
GENE-15314,NO,1,79,21,46,57,63,70
GENE-15315,NO,1,0,0,0,0,0,0
GENE-15316,NO,1,0,0,0,0,0,0
GENE-15317,NO,1,0,0,0,0,0,0
GENE-15318,NO,1,338,400,357,344,351,361
GENE-15319,NO,1,0,0,0,0,0,0
GENE-15320,NO,1,0,0,0,0,0,0
GENE-15321,NO,1,0,0,0,0,0,0
GENE-15322,NO,1,14,20,57,25,41,31
GENE-15323,NO,1,0,0,0,0,0,0
GENE-15324,NO,1,62,95,66,81,95,104
GENE-15325,NO,1,0,0,0,0,0,0
GENE-15326,NO,1,42,43,54,24,40,27
GENE-15327,NO,1,0,0,0,0,0,0
GENE-15328,NO,1,51,58,58,52,56,66
GENE-15329,NO,1,0,0,0,0,0,0
GENE-15330,NO,1,14,14,13,6,10,8
GENE-15331,NO,1,0,0,0,0,0,0
GENE-15332,NO,1,34,40,32,36,47,36
GENE-15333,NO,1,188,138,156,151,149,166
GENE-15334,NO,1,0,0,0,0,0,0
GENE-15335,NO,1,7,2,3,6,3,0
GENE-15336,NO,1,158,193,142,188,109,95
GENE-15338,NO,1,0,0,0,0,0,0
GENE-15339,NO,1,0,0,0,0,0,0
GENE-15340,NO,1,44,30,28,32,40,43
GENE-15341,NO,1,0,0,0,0,0,0
GENE-15342,NO,1,0,0,0,0,0,0
GENE-15343,NO,1,4125,4586,4610,4368,4065,4490
GENE-15344,NO,1,2,0,0,0,1,0
GENE-15345,NO,1,0,0,0,0,0,0
GENE-15346,NO,1,1408,1480,964,633,1772,1498
GENE-15347,NO,1,0,0,0,0,0,0
GENE-15348,NO,1,3,3,3,4,6,1
GENE-15349,NO,1,0,0,0,0,0,0
GENE-15350,NO,1,1,1,0,1,0,0
GENE-15351,NO,1,0,0,0,0,0,0
GENE-15353,NO,1,0,0,0,0,0,0
GENE-15354,NO,1,79,76,69,53,79,75
GENE-15355,NO,1,2902,1359,1636,314,1278,823
GENE-15356,NO,1,1748,1935,1560,1757,1684,1619
GENE-15357,NO,1,0,0,0,0,0,0
GENE-15358,NO,1,0,0,0,0,0,0
GENE-15359,NO,1,0,0,0,0,0,0
GENE-15360,NO,1,0,0,1,0,0,0
GENE-15361,NO,1,0,1,3,0,0,2
GENE-15362,NO,1,48,54,66,61,37,42
GENE-15363,NO,1,0,0,0,0,0,0
GENE-15364,NO,1,76,75,70,113,59,108
GENE-15365,NO,1,0,0,0,0,0,0
GENE-15366,NO,1,0,0,0,0,0,0
GENE-15368,NO,1,0,0,0,0,0,0
GENE-15369,NO,1,36,12,31,22,18,24
GENE-15370,NO,1,0,0,0,0,0,0
GENE-15371,NO,1,0,0,0,0,0,0
GENE-15372,NO,1,0,0,0,0,0,0
GENE-15373,NO,1,0,0,0,0,0,0
GENE-15374,NO,1,9,3,4,8,4,9
GENE-15375,NO,1,24,18,68,35,33,20
GENE-15376,NO,1,105,78,92,101,91,85
GENE-15377,NO,1,0,0,0,0,0,0
GENE-15378,NO,1,0,0,0,0,0,0
GENE-15379,NO,1,0,0,0,0,0,0
GENE-15380,NO,1,163,127,112,146,136,108
GENE-15381,NO,1,61,60,62,58,51,62
GENE-15382,NO,1,0,0,0,0,0,0
GENE-15383,NO,1,1,0,3,1,3,0
GENE-15384,NO,1,55,24,47,47,37,48
GENE-15386,NO,1,46,53,49,45,48,61
GENE-15387,NO,1,0,0,0,0,0,0
GENE-15388,NO,1,0,0,0,0,0,0
GENE-15389,NO,1,0,0,0,0,0,0
GENE-15390,NO,1,0,0,0,0,0,0
GENE-15391,NO,1,0,0,0,0,0,0
GENE-15392,NO,1,116,161,139,104,184,120
GENE-15393,NO,1,12,207,64,15,10,128
GENE-15394,NO,1,0,0,0,0,0,0
GENE-15395,NO,1,14,7,19,12,25,5
GENE-15396,NO,1,0,0,0,0,0,0
GENE-15397,NO,1,1,2,2,0,3,2
GENE-15398,NO,1,0,0,0,0,0,1
GENE-15399,NO,1,0,0,0,0,0,0
GENE-15400,NO,1,0,0,0,0,0,0
GENE-15401,NO,1,1,4,2,0,0,1
GENE-15402,NO,1,0,0,0,0,0,0
GENE-15403,NO,1,0,0,0,0,0,0
GENE-15404,NO,1,0,0,0,0,0,0
GENE-15405,YES,1,0,0,0,0,0,0
GENE-15406,NO,1,0,0,0,0,0,0
GENE-15407,NO,1,0,0,0,0,0,0
GENE-15408,NO,1,0,1,0,0,0,0
GENE-15409,YES,1,0,0,0,0,0,0
GENE-15410,NO,1,0,0,0,0,0,0
GENE-15411,NO,1,216,274,135,104,135,318
GENE-15412,NO,1,0,0,0,0,0,0
GENE-15413,NO,1,2911,3137,2339,2301,2581,3219
GENE-15414,NO,1,562,488,480,575,455,411
GENE-15415,NO,1,66,50,60,44,70,77
GENE-15416,NO,1,860,596,1011,669,535,646
GENE-15417,NO,1,0,0,0,0,0,0
GENE-15418,NO,1,0,0,0,0,0,0
GENE-15419,NO,1,77,66,62,55,58,76
GENE-15420,NO,1,0,0,0,0,0,0
GENE-15421,NO,1,0,0,0,0,0,0
GENE-15422,NO,1,0,0,0,0,0,0
GENE-15423,NO,1,634,782,445,836,726,720
GENE-15424,NO,1,253,298,412,333,269,330
GENE-15425,NO,1,0,0,0,0,0,0
GENE-15426,NO,1,0,0,0,0,0,0
GENE-15427,NO,1,0,0,0,0,0,0
GENE-15428,NO,1,69,88,66,92,69,86
GENE-15429,NO,1,0,0,0,0,0,0
GENE-15430,NO,1,11,9,14,13,12,14
GENE-15431,NO,1,0,0,0,0,0,0
GENE-15432,NO,1,0,0,0,0,0,0
GENE-15433,NO,1,357,269,257,281,319,301
GENE-15434,NO,1,43,21,31,11,40,26
GENE-15435,NO,1,131,145,120,144,138,129
GENE-15436,NO,1,45,29,34,49,39,39
GENE-15437,NO,1,0,1,4,2,2,4
GENE-15438,NO,1,0,0,0,0,0,0
GENE-15439,NO,1,32,19,39,44,33,45
GENE-15440,NO,1,206,175,281,197,146,141
GENE-15441,NO,1,0,0,0,0,0,0
GENE-15442,NO,1,119,200,357,387,198,207
GENE-15443,NO,1,0,0,0,0,0,0
GENE-15444,NO,1,0,0,0,0,0,0
GENE-15445,NO,1,0,0,0,1,0,3
GENE-15446,NO,1,0,0,0,0,0,0
GENE-15447,NO,1,0,0,0,0,0,0
GENE-15448,NO,1,0,0,0,0,0,0
GENE-15449,NO,1,548,718,757,709,545,905
GENE-15450,NO,1,0,0,0,0,0,0
GENE-15451,NO,1,382,635,695,502,666,881
GENE-15452,NO,1,0,0,0,0,0,0
GENE-15453,NO,1,0,0,0,0,0,0
GENE-15454,NO,1,14,21,20,15,19,24
GENE-15455,NO,1,0,0,0,0,0,0
GENE-15456,NO,1,5,4,5,2,10,6
GENE-15457,NO,1,0,0,0,0,0,0
GENE-15458,NO,1,0,0,0,0,0,0
GENE-15459,NO,1,0,0,0,0,0,0
GENE-15460,NO,1,278,287,174,226,288,348
GENE-15461,NO,1,38,44,35,72,45,53
GENE-15462,NO,1,29,39,44,56,32,30
GENE-15464,NO,1,0,0,0,0,0,0
GENE-15465,NO,1,0,0,0,0,0,0
GENE-15466,NO,1,20,14,13,19,12,13
GENE-15467,NO,1,0,0,0,0,0,0
GENE-15468,NO,1,7,54,12,63,189,50
GENE-15469,NO,1,0,0,0,0,0,0
GENE-15470,NO,1,375,466,344,364,420,366
GENE-15471,NO,1,0,0,0,0,0,0
GENE-15472,NO,1,0,0,0,0,0,0
GENE-15473,YES,1,0,0,0,0,0,0
GENE-15474,NO,1,0,0,0,0,0,1
GENE-15475,NO,1,0,0,0,0,0,0
GENE-15476,NO,1,0,0,0,0,0,0
GENE-15477,NO,1,101,141,0,30,433,0
GENE-15478,NO,1,0,0,0,0,0,0
GENE-15479,NO,1,412,533,510,433,393,380
GENE-15480,NO,1,84,92,113,112,109,81
GENE-15481,NO,1,0,0,0,0,0,0
GENE-15482,NO,1,8,14,7,5,3,10
GENE-15483,NO,1,0,0,0,0,0,0
GENE-15484,NO,1,0,0,0,0,0,0
GENE-15485,NO,1,0,0,0,0,0,0
GENE-15486,NO,1,2,0,2,0,0,0
GENE-15487,NO,1,4,2,1,2,3,3
GENE-15488,NO,1,0,0,0,0,0,0
GENE-15489,NO,1,0,0,0,0,0,0
GENE-15490,NO,1,0,0,0,0,0,0
GENE-15491,NO,1,0,0,0,0,0,0
GENE-15492,NO,1,0,0,0,0,0,0
GENE-15493,NO,1,0,0,0,0,0,0
GENE-15494,NO,1,46,30,23,31,22,33
GENE-15495,NO,1,97,70,72,120,74,139
GENE-15496,NO,1,4,3,2,2,5,5
GENE-15497,NO,1,69,58,76,74,87,89
GENE-15498,NO,1,0,0,0,0,0,0
GENE-15499,NO,1,0,0,0,0,0,0
GENE-15500,NO,1,4,2,2,0,1,0
GENE-15501,NO,1,0,0,0,0,0,0
GENE-15502,NO,1,274,258,239,455,262,339
GENE-15503,NO,1,0,0,0,0,0,0
GENE-15504,NO,1,0,0,0,0,0,0
GENE-15505,NO,1,0,0,0,0,0,0
GENE-15506,YES,1,0,0,0,0,0,0
GENE-15507,NO,1,0,0,0,0,0,0
GENE-15508,NO,1,0,0,0,0,0,0
GENE-15509,NO,1,0,0,0,0,0,0
GENE-15510,NO,1,0,0,0,0,0,0
GENE-15511,NO,1,8,12,8,13,6,8
GENE-15512,NO,1,0,0,0,0,0,0
GENE-15513,NO,1,0,2,1,0,0,0
GENE-15514,NO,1,0,0,0,0,0,0
GENE-15515,NO,1,0,0,0,0,0,0
GENE-15516,NO,1,0,0,0,0,0,0
GENE-15517,NO,1,352,348,317,520,340,357
GENE-15518,NO,1,75,107,83,102,68,95
GENE-15519,NO,1,251,220,195,169,160,161
GENE-15520,NO,1,0,0,0,0,0,0
